total_protein,total_keratine,hair_texture,vitamin,manganese,iron,calcium,body_water_content,stress_level,liver_data,hair_fall
479,271,84,266,449,268,179,91,24,166,2
236,220,63,151,48,355,289,93,77,146,3
198,67,17,3,410,490,449,93,13,440,2
120,468,6,101,416,317,88,9,50,385,0
380,209,64,236,363,40,90,16,29,95,3
481,30,69,433,498,192,347,78,67,319,1
200,276,42,259,245,216,244,77,55,443,3
331,455,57,107,151,150,113,49,23,328,2
132,414,76,493,357,348,24,62,29,322,4
380,254,86,231,213,183,98,81,38,284,5
124,49,71,125,233,154,135,0,61,446,1
185,485,1,3,236,333,61,34,42,269,3
206,59,33,40,330,154,272,81,45,138,1
453,198,86,261,202,299,393,82,94,306,1
445,79,28,114,164,490,236,18,71,245,2
323,366,44,356,273,350,286,32,76,478,2
366,53,12,196,436,26,24,19,5,174,3
120,423,99,358,311,51,59,53,71,474,2
486,484,0,196,341,118,444,20,80,179,2
15,7,8,346,364,70,17,10,98,237,4
127,77,16,450,162,471,372,72,27,478,3
101,422,96,405,349,201,187,16,0,430,1
109,110,72,374,421,23,341,73,75,441,2
199,270,73,479,85,333,171,48,82,187,3
303,414,61,326,130,392,158,73,37,242,0
280,459,21,432,333,492,409,59,50,143,0
496,397,87,168,311,351,411,51,89,43,3
434,146,82,160,64,46,331,85,65,237,0
37,191,77,53,401,235,360,73,59,51,1
335,177,84,324,340,61,187,32,63,366,1
174,233,27,276,259,85,470,84,12,378,4
210,335,83,319,147,450,321,20,49,333,2
304,483,10,232,215,55,27,92,65,169,5
210,313,5,2,149,319,303,70,49,17,4
490,41,44,348,123,402,376,98,90,6,0
300,157,43,287,203,482,37,47,81,228,1
478,447,95,27,65,336,51,48,78,76,3
442,136,37,276,448,87,287,53,91,83,5
353,102,14,390,234,40,99,46,16,62,5
136,459,68,467,306,483,389,79,73,398,4
357,164,81,373,67,58,398,46,59,309,1
162,150,7,5,11,102,146,61,70,19,3
383,307,48,103,47,51,381,29,95,0,2
498,271,75,242,124,284,271,35,63,375,2
463,418,47,271,32,138,53,94,58,232,3
429,320,54,446,233,323,206,44,69,149,1
264,172,91,351,23,346,466,75,0,92,5
191,308,35,247,62,77,150,52,10,303,3
55,260,79,71,444,232,142,3,44,112,2
375,476,79,431,330,97,215,49,90,142,5
406,251,19,105,157,482,37,66,59,433,4
349,21,12,460,345,471,431,83,46,243,1
334,183,31,389,412,256,137,75,63,248,2
449,312,20,10,271,246,388,94,41,378,1
162,124,76,37,484,312,447,60,5,94,2
211,397,61,110,6,200,95,12,15,179,2
91,83,52,154,291,112,271,85,81,218,1
450,295,29,26,108,104,452,6,53,356,1
70,128,69,84,408,176,432,75,35,256,1
343,213,37,66,172,421,159,84,22,325,4
370,486,52,372,320,363,112,13,9,399,4
85,485,26,387,160,368,436,62,68,280,0
112,23,53,50,123,395,154,9,16,154,4
139,107,12,309,352,319,348,68,81,412,4
6,380,6,364,403,384,444,12,40,472,1
291,219,44,82,49,26,210,45,41,51,3
351,205,50,330,157,451,317,62,2,343,4
215,206,67,42,203,386,118,43,27,85,0
38,208,99,136,110,387,415,1,64,482,3
52,315,34,433,384,279,151,59,55,142,3
393,462,12,389,433,362,391,50,29,476,2
12,349,35,148,280,64,29,49,51,248,3
199,455,15,416,48,27,146,82,96,70,5
30,329,82,282,490,237,309,58,10,86,3
367,267,46,437,347,8,157,22,16,69,1
41,455,22,295,158,64,267,43,19,310,5
309,405,63,161,233,449,289,27,32,453,2
471,376,55,313,233,237,320,63,37,260,0
410,473,7,178,103,187,114,71,19,333,2
286,277,33,428,100,271,155,48,16,452,5
64,327,57,153,480,296,64,57,20,344,1
187,125,47,272,381,281,238,18,52,251,1
4,175,89,303,74,17,280,35,71,270,5
381,277,45,382,486,161,58,85,39,496,5
2,347,87,343,178,68,227,70,66,364,4
458,249,52,486,12,95,266,93,13,48,3
214,281,73,187,197,170,7,14,77,384,0
263,415,89,117,198,171,460,77,14,77,2
239,97,19,86,270,22,46,28,84,61,2
488,111,0,246,473,203,133,30,97,244,0
323,296,38,120,357,9,88,35,83,57,2
73,455,23,499,91,382,363,25,27,246,4
310,459,17,32,261,482,70,15,19,257,5
107,269,60,400,295,10,68,8,4,358,0
210,222,83,323,105,316,474,39,78,377,5
229,474,12,305,352,388,134,3,70,139,0
128,190,15,192,354,144,463,13,57,372,2
98,297,81,6,406,407,268,10,38,124,4
154,265,67,74,78,432,324,93,48,31,4
316,149,8,247,476,37,142,14,19,413,5
429,323,58,335,6,310,479,22,78,13,1
325,123,16,266,107,99,463,95,79,319,3
167,449,46,236,23,230,342,98,87,130,0
17,296,0,90,475,129,449,53,62,395,2
456,71,85,34,209,166,415,90,29,22,5
21,136,56,378,442,385,78,34,61,3,5
344,348,52,8,142,121,9,11,99,213,1
155,31,34,361,329,251,410,45,90,198,5
313,48,45,403,45,54,33,64,71,457,4
139,318,81,419,313,365,100,96,63,108,3
214,37,89,19,444,414,314,66,67,166,4
345,303,48,17,328,454,473,62,27,390,4
186,423,44,442,492,197,393,20,31,50,1
273,258,25,296,294,367,497,0,98,297,3
491,125,5,197,218,326,24,85,24,9,4
245,448,19,90,275,324,380,51,62,478,1
216,409,47,494,29,203,202,52,35,266,1
133,152,93,334,36,87,100,43,83,170,0
187,386,0,374,220,417,470,18,46,293,5
460,128,49,424,476,139,203,86,99,94,1
253,132,72,14,467,406,354,51,71,137,2
79,317,35,274,45,194,450,25,82,486,4
41,196,20,213,41,339,485,36,80,435,0
185,121,51,448,454,126,204,20,58,435,4
467,417,37,146,112,272,128,8,89,159,1
97,262,0,206,135,6,113,43,36,298,2
468,127,42,308,461,193,146,93,44,19,4
446,372,21,99,181,289,173,91,75,31,1
410,481,80,220,437,209,80,41,68,390,2
128,117,54,424,97,476,369,42,16,475,5
216,382,21,85,490,218,494,49,62,137,3
126,358,84,344,177,262,146,9,63,236,1
243,433,97,143,206,404,186,89,20,242,2
117,366,94,315,480,431,252,92,86,358,1
320,358,0,62,266,421,68,8,81,430,1
16,119,20,484,449,364,460,78,54,329,2
207,245,9,95,358,56,430,76,24,442,1
223,327,38,86,338,321,27,82,43,308,4
23,78,60,376,16,411,367,74,32,39,2
121,397,13,102,159,116,480,27,22,216,2
400,200,95,102,77,114,60,39,46,425,4
475,245,77,94,246,3,275,39,24,228,0
319,146,52,129,438,118,10,38,6,148,2
129,291,4,189,265,188,319,80,35,388,1
209,181,79,470,8,484,66,5,51,52,3
187,225,47,464,429,256,155,65,92,485,0
405,175,63,204,383,412,360,72,10,119,2
40,133,76,452,452,446,272,92,76,144,1
422,272,93,136,346,321,111,38,5,359,3
339,479,39,421,337,432,439,0,41,164,3
482,311,39,432,140,250,84,1,47,496,5
225,229,11,51,51,325,361,87,11,31,4
488,224,61,319,450,364,481,26,17,478,1
266,370,50,39,82,41,144,44,49,335,4
11,423,72,160,79,225,172,74,75,134,1
435,207,7,438,228,455,163,41,17,315,4
126,128,92,71,481,138,295,41,88,260,3
318,98,41,305,446,348,477,88,53,143,0
69,163,88,63,494,368,462,57,72,50,4
95,139,69,134,269,40,347,15,44,355,5
450,170,97,437,315,219,198,27,76,88,2
27,67,65,327,193,425,25,53,58,407,3
384,373,81,364,490,383,327,98,57,340,5
362,396,19,253,1,76,164,78,35,395,2
104,484,78,41,499,382,419,57,6,373,0
205,489,75,444,358,161,157,49,45,235,3
101,133,70,206,299,276,257,63,80,349,3
437,310,49,333,461,15,163,35,38,318,5
119,64,56,426,332,31,212,27,34,201,4
38,445,13,227,190,1,448,95,19,79,4
423,184,68,407,471,273,417,87,37,433,1
324,24,88,235,272,300,434,97,3,419,1
307,144,11,117,233,311,146,17,66,173,5
254,244,61,374,198,174,207,83,43,478,2
434,28,90,294,390,227,284,80,62,119,3
134,82,12,338,171,276,318,97,95,61,3
76,32,4,327,342,287,60,49,46,133,4
349,265,23,360,50,481,170,30,28,400,3
90,426,93,225,86,362,130,17,15,390,5
205,353,4,316,149,286,208,15,32,474,0
137,110,71,309,470,54,50,53,16,446,3
87,365,44,173,465,254,440,48,83,44,5
349,141,67,498,307,392,53,6,83,174,4
489,75,70,198,423,406,458,95,33,382,4
129,368,60,496,282,160,252,25,81,62,1
137,280,29,370,335,255,72,65,15,445,1
85,381,25,24,247,393,351,18,72,91,5
384,5,52,193,186,396,288,76,63,138,2
437,387,41,43,472,339,368,33,97,159,3
66,362,15,194,275,208,401,32,38,151,1
70,91,32,111,405,66,172,80,34,475,1
80,210,15,232,474,336,155,60,61,498,3
112,158,98,447,464,211,469,63,57,488,3
202,102,20,128,22,336,334,74,15,1,3
491,388,29,75,448,257,256,16,89,422,5
448,51,30,144,10,324,320,59,50,397,2
419,311,57,380,237,102,284,59,97,227,1
134,221,38,33,215,499,41,55,98,64,3
433,86,37,276,58,478,184,38,41,339,3
294,146,18,172,388,118,33,22,58,475,0
89,207,94,119,302,306,466,36,70,450,5
136,415,76,39,22,90,494,78,24,484,3
493,378,15,343,7,113,46,79,94,0,5
241,338,38,318,237,379,148,20,87,273,0
149,106,62,209,114,250,204,43,38,461,3
198,165,77,438,246,309,496,44,11,117,3
117,72,15,169,248,346,486,5,59,86,4
167,377,27,457,52,283,383,6,99,351,4
392,52,14,188,325,210,445,36,29,467,4
393,376,96,394,352,168,253,93,20,193,0
51,318,33,253,170,145,358,59,61,410,5
210,459,67,163,248,155,217,47,38,387,4
131,285,33,88,302,92,211,68,35,456,5
160,148,11,204,51,142,246,39,62,364,0
89,306,62,216,114,245,219,15,38,441,5
284,427,81,141,178,56,268,42,6,153,4
456,433,22,339,477,407,74,24,38,223,0
171,60,41,79,345,49,301,75,62,193,5
437,95,84,260,447,56,468,47,27,107,3
12,439,84,64,304,442,78,11,75,303,4
100,411,5,177,158,44,382,28,44,305,3
424,454,87,397,387,259,131,27,86,82,5
265,416,70,316,95,274,122,57,32,284,1
248,176,27,131,253,34,444,47,76,87,2
259,8,99,219,234,308,268,21,24,265,5
150,320,93,404,356,194,355,70,49,328,5
283,70,45,13,243,81,227,84,77,379,1
130,127,27,262,25,386,378,38,89,240,2
128,497,83,259,213,172,30,41,63,232,2
247,217,99,154,286,322,133,31,33,459,1
193,82,35,321,122,162,160,35,44,186,5
342,339,69,318,382,329,474,84,82,240,2
184,363,7,58,107,191,23,48,88,358,0
195,181,29,11,86,357,475,48,68,224,4
353,205,57,372,20,360,458,14,71,76,0
115,171,69,5,32,85,496,76,37,391,5
169,41,97,492,27,90,136,78,84,46,4
253,240,37,215,143,420,368,1,25,430,4
7,422,76,261,477,295,16,77,86,468,4
130,414,48,232,401,121,22,95,98,376,2
281,37,63,355,116,133,24,89,93,168,2
235,309,57,79,263,32,44,48,2,81,0
366,183,50,75,6,487,64,5,83,221,5
292,93,15,397,310,362,377,54,49,467,1
266,222,83,2,329,214,166,96,43,109,1
200,6,62,197,316,229,243,17,10,72,0
136,371,95,69,470,145,460,14,88,291,4
3,271,15,18,456,14,246,40,65,250,4
206,73,87,338,151,390,483,41,77,412,0
382,294,6,6,97,174,380,92,2,379,3
137,49,4,51,78,372,38,36,1,450,0
392,26,17,316,366,188,392,43,56,314,0
473,96,51,322,141,212,288,44,35,327,4
482,352,28,293,237,394,248,71,53,170,1
2,254,63,251,149,70,18,43,57,7,0
446,458,91,248,303,446,313,77,34,57,1
183,425,91,486,351,460,409,74,95,369,5
120,108,4,381,99,362,354,23,92,192,5
75,434,6,335,384,147,384,90,22,19,0
263,60,82,202,142,16,103,93,8,202,3
117,215,76,197,86,94,252,69,84,197,2
266,194,15,494,414,318,392,65,59,15,5
418,296,43,481,473,107,90,57,18,295,3
434,128,26,252,51,343,168,63,21,295,4
420,122,73,464,118,342,438,86,35,341,2
295,440,32,495,244,398,317,59,88,233,0
117,178,95,430,149,438,304,27,94,443,0
143,184,33,303,137,400,246,41,27,132,4
480,485,1,471,207,350,77,73,69,107,5
318,270,27,18,168,208,424,28,99,338,5
493,337,7,47,425,184,107,1,99,133,4
165,250,86,25,461,196,317,43,11,48,3
450,178,71,185,357,256,115,88,81,15,2
217,384,81,262,24,85,26,24,25,314,0
60,57,53,219,488,69,114,82,11,206,2
260,303,28,446,266,193,171,6,33,254,3
172,263,2,93,465,457,181,16,27,356,2
315,33,94,476,177,295,330,43,72,23,5
8,161,24,148,255,341,452,55,12,176,3
53,198,72,175,413,389,77,94,20,316,4
100,127,2,497,231,82,210,7,61,45,2
314,421,0,110,80,110,482,76,9,427,3
328,37,55,363,223,169,320,35,44,122,4
158,43,95,201,278,470,337,62,79,459,1
338,349,35,439,78,258,218,55,64,123,1
5,356,32,85,281,389,51,86,30,440,4
265,203,59,9,409,432,198,23,67,457,4
165,101,20,379,87,329,238,39,98,401,1
114,239,20,348,117,192,184,61,93,246,1
395,142,53,104,348,175,244,37,59,408,3
439,134,89,436,431,114,211,57,52,349,4
111,340,87,497,210,403,363,83,73,53,3
467,62,32,14,290,141,459,7,13,368,5
241,149,52,84,3,307,407,93,8,361,0
223,372,9,417,62,396,297,19,58,183,4
225,422,61,449,411,81,213,74,57,434,1
341,402,96,253,42,291,290,88,22,338,3
68,4,83,139,212,53,449,81,19,3,4
222,139,85,117,435,30,277,77,7,275,5
136,445,77,184,406,20,279,75,48,328,4
433,31,75,449,467,480,473,36,23,330,0
83,160,31,79,145,206,127,7,92,447,5
162,210,45,439,370,57,68,32,80,367,3
148,352,6,400,267,358,140,72,4,426,3
33,298,93,320,274,466,354,64,14,300,2
122,41,5,368,148,26,232,50,57,34,5
18,150,56,494,316,425,499,22,57,392,4
196,61,37,367,113,306,350,81,6,208,2
108,375,55,245,21,442,324,79,88,469,2
472,108,88,444,326,365,498,98,36,165,1
19,492,90,89,427,498,124,31,21,403,5
393,239,37,54,447,214,48,93,23,410,3
190,244,56,87,317,427,360,69,4,78,5
55,322,23,112,430,445,497,12,30,339,1
20,207,49,232,2,412,167,16,2,13,1
438,386,23,245,215,51,302,46,64,401,4
430,145,36,183,114,204,378,95,46,252,1
22,159,63,233,267,13,286,18,90,193,0
386,143,26,169,0,386,176,20,51,144,1
420,262,43,233,450,389,358,29,48,291,1
14,278,68,203,134,158,56,45,82,372,3
409,174,38,312,146,198,298,26,93,339,3
77,364,94,272,47,493,11,63,15,415,5
26,382,92,139,13,272,407,49,62,250,3
225,17,3,404,22,276,330,38,17,135,5
90,204,68,190,85,417,222,18,29,283,4
25,133,5,226,145,342,20,37,74,184,4
224,29,4,434,190,37,497,4,22,448,5
49,325,19,172,99,253,384,55,55,97,1
111,428,86,255,402,308,445,65,12,135,0
398,348,3,98,253,372,101,6,15,277,0
241,70,92,93,194,328,64,21,98,206,4
190,228,31,29,161,30,332,55,82,445,5
269,389,90,89,63,342,296,73,7,148,2
129,203,93,318,213,60,404,73,64,48,5
250,390,99,188,472,164,316,17,57,47,1
247,300,82,370,35,224,414,11,52,172,3
114,283,99,261,3,283,205,93,41,309,2
293,477,9,327,460,133,75,69,66,302,3
311,417,10,456,6,497,208,26,49,98,2
305,96,91,366,169,450,44,93,15,101,4
471,480,18,365,69,313,153,33,93,45,0
156,427,78,116,144,415,193,82,20,269,1
87,394,5,184,323,331,424,83,24,268,5
369,491,88,122,81,330,34,92,24,172,3
311,401,50,36,297,305,446,0,48,300,2
133,27,5,260,422,263,210,99,55,264,5
35,455,11,7,341,475,462,1,96,268,4
344,15,39,95,392,363,32,34,32,46,1
28,407,54,175,333,285,82,57,58,53,4
432,81,62,253,158,80,138,92,90,89,0
76,323,57,461,408,256,10,98,47,269,1
427,380,15,102,269,131,186,44,98,196,1
143,233,15,473,149,3,2,69,95,247,4
254,7,99,161,240,198,322,48,47,300,4
478,77,88,350,364,212,245,59,74,291,3
266,374,99,110,99,478,229,16,91,393,4
409,363,76,480,470,453,222,18,25,301,0
131,485,75,1,221,97,414,81,42,352,2
408,303,41,25,284,391,115,19,9,35,1
474,207,28,495,417,339,378,86,13,236,5
16,440,37,242,285,61,84,29,41,82,4
138,410,34,168,67,13,495,12,7,281,3
220,111,38,395,497,412,207,84,10,97,0
150,228,65,352,111,116,265,90,64,126,2
173,51,16,20,251,49,448,39,11,297,0
86,357,66,272,157,442,475,53,69,164,3
412,166,22,259,42,232,277,72,16,99,0
185,237,5,410,56,91,499,50,9,402,2
498,409,65,314,400,71,423,72,98,119,5
344,290,9,431,125,249,220,29,53,215,0
221,143,24,25,382,339,371,98,86,327,4
374,101,32,398,9,470,258,70,36,486,0
469,193,3,460,240,262,85,10,71,69,3
324,95,87,93,315,172,358,98,40,49,0
403,451,55,354,71,442,100,84,18,37,5
151,26,68,322,258,192,404,83,2,351,1
259,223,24,347,415,442,362,58,65,57,5
296,425,17,239,173,136,189,84,50,272,5
416,349,37,111,15,16,363,21,79,310,5
392,109,50,206,19,196,219,91,39,331,5
291,342,5,22,296,425,28,28,68,485,1
468,414,37,70,53,237,222,38,81,186,0
373,7,35,404,480,408,422,62,58,452,4
464,156,80,382,86,346,444,64,18,89,1
218,277,50,330,79,440,248,24,29,246,1
328,248,70,283,50,417,218,9,65,291,0
133,321,60,407,257,122,275,74,97,482,4
301,235,71,400,226,231,494,53,11,434,0
292,264,35,474,363,54,55,40,4,316,4
422,235,78,304,246,186,170,72,41,227,2
248,110,41,179,53,38,110,51,1,147,0
366,46,96,492,292,288,81,87,71,101,0
119,426,98,163,397,258,301,52,64,3,4
318,381,24,270,154,389,337,54,36,1,3
345,442,35,167,142,457,87,75,28,76,5
288,9,76,366,223,28,305,59,69,70,3
69,23,37,372,176,88,200,31,42,499,3
133,26,7,115,382,325,497,4,71,219,0
481,38,48,447,191,310,434,65,39,187,4
348,152,77,467,139,26,386,43,36,97,2
98,172,45,467,474,469,125,17,50,345,5
89,249,63,301,477,137,212,57,2,191,5
265,31,71,219,420,322,215,67,41,131,0
295,166,12,446,384,179,153,36,71,224,1
383,79,74,186,209,438,280,81,35,479,5
368,128,20,450,63,5,155,85,46,204,2
194,147,82,120,177,139,173,7,20,281,0
380,269,76,441,196,395,350,3,93,244,1
311,97,79,104,69,236,129,20,54,398,2
132,90,36,320,64,216,128,67,68,354,4
111,49,72,480,404,111,152,27,27,71,4
125,271,97,101,269,327,288,75,95,206,4
440,74,63,386,338,287,68,50,18,103,5
173,187,6,70,417,430,18,59,96,315,1
301,270,45,416,121,276,410,18,78,178,2
161,44,73,11,32,402,58,65,95,450,2
154,65,19,321,101,244,52,36,38,386,1
362,223,73,351,333,119,433,4,60,159,5
27,347,37,418,78,148,219,77,16,269,2
179,104,26,233,371,442,484,67,69,384,0
306,85,51,106,336,101,142,37,87,74,4
190,400,37,454,48,262,166,16,65,455,5
259,414,71,149,150,204,317,44,95,13,5
264,143,21,97,165,164,246,52,50,214,3
404,253,31,111,221,404,90,88,26,21,3
90,45,46,202,91,76,54,83,43,56,3
378,385,96,482,456,280,492,79,97,351,2
62,266,56,248,50,367,451,89,36,25,4
12,284,9,351,284,477,44,27,14,404,3
488,486,52,97,225,165,336,10,99,190,5
363,318,91,349,319,181,410,59,40,476,1
23,449,39,27,456,272,292,38,96,388,2
338,130,84,387,16,19,413,20,62,342,0
342,231,93,482,157,178,4,32,19,192,3
381,499,5,172,417,420,294,30,11,34,3
254,154,75,357,196,260,119,99,53,323,4
82,97,67,115,352,343,126,93,46,148,4
160,237,20,163,45,328,60,16,20,389,2
355,40,69,237,18,133,435,73,88,172,2
74,83,8,3,491,183,247,77,69,286,4
462,235,70,421,235,499,74,74,95,294,0
236,77,39,340,108,125,496,53,90,315,4
214,74,3,203,300,209,455,91,6,45,0
465,16,25,8,44,471,17,60,57,324,4
345,108,78,400,240,350,476,37,10,185,4
20,253,29,72,208,470,249,62,51,65,1
481,5,97,342,127,271,412,24,92,445,1
143,451,69,131,363,94,414,0,86,223,0
286,404,16,270,195,67,405,93,4,362,2
433,21,10,151,134,61,236,51,3,192,5
388,171,53,362,74,38,300,47,70,19,5
428,199,72,158,28,436,20,76,55,455,0
295,224,22,20,366,106,47,36,53,422,1
221,415,58,447,93,491,212,14,53,408,2
31,362,61,146,102,201,383,41,82,260,3
50,161,7,354,454,306,71,55,75,156,5
451,252,0,81,118,351,210,81,5,127,3
378,462,53,285,207,267,256,85,60,288,1
25,47,31,396,264,98,340,9,18,334,5
55,225,77,455,466,417,392,53,90,17,5
35,315,53,484,260,399,431,64,15,157,0
296,37,88,89,161,319,4,25,5,381,3
382,83,32,370,485,422,197,66,10,365,3
106,361,50,15,404,293,415,77,52,300,2
411,328,5,120,116,130,167,17,23,465,2
474,164,47,155,83,266,477,41,9,273,0
479,466,26,92,444,350,66,27,3,436,0
103,86,38,84,212,376,464,73,75,292,4
436,498,9,408,235,231,304,65,9,494,2
109,7,36,289,71,36,469,8,64,458,0
85,234,23,163,221,88,130,63,99,9,3
255,373,49,145,215,234,245,81,78,492,4
438,173,46,5,316,376,380,84,6,460,5
414,303,65,444,62,8,88,64,98,94,4
347,168,82,90,431,443,312,16,10,351,4
486,274,47,218,9,290,150,84,64,82,1
50,244,75,122,236,163,468,55,38,379,2
394,440,80,247,108,195,479,27,72,498,2
318,44,8,461,135,239,46,28,5,394,4
456,61,44,191,147,228,93,41,25,3,4
152,444,97,234,341,273,247,43,3,118,0
159,110,19,358,51,172,446,10,90,216,1
194,122,64,355,24,286,2,13,94,53,1
353,219,58,119,383,420,342,9,3,179,0
453,382,82,23,327,277,93,9,22,487,1
450,306,42,19,284,160,300,9,32,69,3
172,322,19,108,364,270,99,98,37,480,5
270,187,15,126,384,232,19,82,36,201,2
13,477,47,453,386,73,365,94,54,423,0
460,461,41,397,326,428,175,51,66,275,4
134,481,59,189,197,207,203,54,37,16,3
55,352,33,308,278,220,278,78,37,209,2
351,269,53,169,424,401,45,21,0,101,0
102,262,62,172,434,151,257,63,93,81,1
306,256,23,351,483,96,268,93,56,161,5
423,231,64,196,69,301,273,41,85,297,4
65,415,76,207,420,62,465,2,25,330,2
419,24,46,420,158,175,189,47,74,39,0
166,440,3,410,40,462,381,31,79,190,1
409,391,27,464,378,386,215,97,48,228,3
291,442,40,351,89,182,469,61,26,316,4
406,410,29,187,98,430,426,50,27,465,2
174,66,48,325,283,56,331,49,55,214,0
257,147,18,357,126,281,480,71,76,467,0
317,236,39,91,184,389,109,84,84,66,2
183,449,12,253,323,142,172,60,59,384,5
462,66,30,418,352,409,381,88,40,298,0
53,441,46,208,261,53,215,19,72,407,0
53,437,93,262,56,351,291,5,13,115,2
478,63,47,175,195,158,224,65,92,451,0
334,19,72,208,90,451,422,63,4,479,2
322,363,88,493,176,240,458,7,38,467,4
253,105,27,94,109,462,380,32,53,421,1
193,119,86,199,351,93,256,33,80,229,1
44,26,84,402,274,380,374,1,62,496,0
333,370,31,210,189,97,176,36,64,478,2
349,431,77,9,314,111,134,30,40,474,2
138,470,88,238,476,410,257,74,82,96,4
250,234,88,149,30,82,276,68,45,56,3
149,96,36,252,212,268,293,19,74,141,2
485,176,18,387,216,315,452,57,22,300,2
356,182,46,154,44,420,107,31,7,473,5
72,324,77,297,87,84,105,81,6,488,4
32,347,65,232,305,52,441,15,95,226,3
391,405,24,403,216,290,373,87,79,364,5
308,123,43,482,171,50,60,69,65,29,3
121,432,66,248,114,249,439,85,1,432,1
359,279,69,7,337,269,121,53,91,349,1
18,404,37,103,206,107,490,63,45,244,4
168,128,27,366,303,483,300,60,2,475,4
491,351,23,443,191,240,69,62,31,144,2
240,355,60,214,262,386,264,59,3,162,5
235,218,73,348,124,255,256,12,35,438,5
420,391,1,365,245,368,288,43,59,132,1
171,229,55,332,340,427,180,95,60,306,4
212,333,12,7,96,68,190,91,69,131,2
146,363,63,162,222,197,442,98,33,351,4
210,165,30,69,262,459,285,62,8,386,0
289,451,90,45,282,376,379,37,91,98,0
144,341,94,322,140,418,309,14,62,55,5
276,98,88,110,330,315,418,4,96,329,2
44,59,44,377,144,288,306,30,13,78,4
300,192,96,78,19,87,203,78,44,123,0
169,269,59,400,4,418,33,62,8,329,1
408,313,26,123,5,51,290,40,62,245,2
257,215,22,154,138,356,278,49,90,389,4
59,146,94,275,389,115,53,50,4,352,5
472,5,34,468,86,123,141,84,68,160,1
484,204,69,132,65,451,268,48,54,81,1
457,64,25,482,223,128,100,81,50,55,1
392,477,81,216,206,26,477,55,85,482,2
249,401,12,239,163,419,62,67,32,216,2
111,124,5,475,349,273,36,31,39,71,3
241,243,67,42,77,435,397,85,89,145,0
8,2,42,397,154,223,19,91,10,253,4
407,335,57,11,28,126,392,50,95,159,1
161,298,8,202,198,111,153,33,78,383,1
71,191,95,263,268,163,178,81,99,25,3
461,156,94,441,191,330,445,51,62,274,1
111,181,88,479,88,412,111,20,89,113,4
282,302,21,249,148,138,318,11,33,120,3
20,276,57,90,385,358,462,89,79,344,5
66,410,36,328,258,474,51,78,43,262,3
95,14,40,232,498,344,310,51,66,436,5
282,428,76,334,53,57,156,45,78,128,3
457,467,10,96,119,356,408,65,12,161,5
38,206,57,410,473,9,289,60,17,25,4
360,247,74,498,361,106,116,51,1,12,2
151,175,75,54,35,382,425,61,82,157,2
11,169,53,419,102,391,324,26,87,149,3
86,143,97,172,38,394,88,44,91,55,2
445,47,49,114,240,158,16,89,48,3,4
86,202,62,44,85,497,77,74,70,175,2
405,231,89,171,161,472,217,84,54,370,1
310,447,24,343,361,63,225,32,8,21,3
385,177,66,90,32,16,80,71,48,209,5
13,199,11,172,411,332,228,73,71,249,2
100,180,75,159,279,472,474,41,51,93,3
